host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,Year
Alyssa,Brooklyn,Midwood,40.62017,-73.96514,Entire home/apt,85,7,1,7/29/2017,2017
Michael,Manhattan,Upper West Side,40.80292,-73.96692,Private room,80,1,42,8/9/2018,2018
Adrienne,Manhattan,Washington Heights,40.85031,-73.93901,Private room,49,7,10,6/1/2019,2019
Tobi,Manhattan,Harlem,40.81711,-73.93563,Private room,51,2,21,6/2/2019,2019
Shary,Manhattan,Chelsea,40.74154,-74.00161,Entire home/apt,149,5,6,5/5/2019,2019
Andres,Brooklyn,Williamsburg,40.71275,-73.95665,Private room,55,1,0,,
Liliana,Manhattan,Upper West Side,40.77127,-73.98191,Entire home/apt,270,2,8,12/31/2018,2018
Zeeshan,Bronx,Allerton,40.85961,-73.86361,Private room,49,3,1,6/1/2017,2017
Paula,Manhattan,East Village,40.72696,-73.97433,Private room,75,2,19,4/29/2019,2019
Yasmin,Manhattan,Harlem,40.82265,-73.94686,Private room,55,21,7,4/30/2019,2019
Pauline,Bronx,Allerton,40.87063,-73.84896,Private room,70,1,3,6/12/2017,2017
Leo,Queens,Long Island City,40.75575,-73.93236,Private room,54,1,73,6/10/2019,2019
David,Brooklyn,Williamsburg,40.70648,-73.95686,Private room,55,5,2,6/21/2017,2017
Joe,Manhattan,Nolita,40.72184,-73.99471,Private room,142,2,44,6/12/2019,2019
Tammie,Queens,Flushing,40.75402,-73.81317,Private room,50,2,54,6/24/2019,2019
Aleida,Queens,East Elmhurst,40.76078,-73.87661,Private room,50,1,97,6/27/2019,2019
Rachel,Brooklyn,Crown Heights,40.67155,-73.94189,Entire home/apt,109,1,93,6/30/2019,2019
Steven,Manhattan,Hell's Kitchen,40.76387,-73.99117,Private room,100,1,9,12/28/2017,2017
Karen,Brooklyn,Gravesend,40.60788,-73.97454,Private room,40,1,95,7/6/2019,2019
Antonella,Manhattan,Upper West Side,40.78663,-73.97844,Private room,100,1,14,7/27/2018,2018
Patrick,Queens,Glendale,40.70515,-73.8945,Entire home/apt,99,4,62,6/23/2019,2019
Vik,Queens,Astoria,40.77407,-73.92262,Entire home/apt,125,2,49,3/17/2019,2019
Sarah,Brooklyn,Bedford-Stuyvesant,40.68607,-73.95784,Private room,75,2,5,1/7/2018,2018
Katy,Brooklyn,Gowanus,40.67718,-73.99656,Entire home/apt,350,3,0,,
Giampiero,Manhattan,Upper East Side,40.76439,-73.96569,Entire home/apt,250,2,85,6/27/2019,2019
Inna,Manhattan,Upper West Side,40.78569,-73.97048,Entire home/apt,79,30,1,10/16/2017,2017
Julie,Brooklyn,Williamsburg,40.71173,-73.94417,Private room,90,5,13,6/16/2019,2019
Sara,Manhattan,Lower East Side,40.71826,-73.98455,Private room,80,2,42,6/24/2019,2019
Kylie,Brooklyn,Flatbush,40.64917,-73.96236,Private room,29,3,0,,
Frederick,Queens,Long Island City,40.76151,-73.92643,Entire home/apt,85,4,13,9/26/2018,2018
Yohan,Manhattan,Upper East Side,40.76312,-73.96045,Private room,55,30,1,10/2/2017,2017
Lilly,Manhattan,Lower East Side,40.71921,-73.99238,Private room,150,3,77,6/17/2019,2019
David,Brooklyn,Williamsburg,40.71666,-73.96644,Entire home/apt,250,4,40,7/6/2019,2019
Kathleen,Manhattan,Harlem,40.82896,-73.94223,Private room,50,1,2,6/9/2017,2017
Adam,Queens,Long Island City,40.76365,-73.93192,Private room,60,30,4,9/16/2018,2018
Marcia,Queens,Long Island City,40.74752,-73.92264,Private room,60,1,7,11/12/2017,2017
Charles,Bronx,Baychester,40.87188,-73.842,Entire home/apt,75,4,69,7/6/2019,2019
Stanley,Manhattan,Murray Hill,40.74966,-73.97601,Entire home/apt,175,30,0,,
Julian,Brooklyn,Bedford-Stuyvesant,40.69244,-73.94575,Private room,33,6,0,,
Stanley,Manhattan,Murray Hill,40.7496,-73.97609,Entire home/apt,175,30,5,12/3/2018,2018
Kremer,Brooklyn,Gowanus,40.67882,-73.99166,Entire home/apt,119,60,4,6/9/2018,2018
AFI Apartments,Manhattan,Upper East Side,40.77296,-73.95711,Entire home/apt,148,30,2,5/9/2019,2019
Lima,Brooklyn,Williamsburg,40.70741,-73.94285,Private room,77,6,30,4/2/2019,2019
Kat Kat,Manhattan,Gramercy,40.73318,-73.98436,Entire home/apt,118,3,103,7/3/2019,2019
A,Manhattan,Hell's Kitchen,40.76221,-73.98891,Private room,350,3,28,12/20/2018,2018
Kevin,Manhattan,Upper West Side,40.79166,-73.97319,Entire home/apt,170,3,0,,
Kerith,Queens,Astoria,40.75704,-73.92135,Private room,60,1,129,7/3/2019,2019
Anton,Brooklyn,Sheepshead Bay,40.59019,-73.96123,Entire home/apt,105,2,22,9/30/2018,2018
Wilder,Brooklyn,Bushwick,40.69671,-73.92628,Entire home/apt,100,4,25,6/12/2019,2019
Tammie,Queens,Flushing,40.75364,-73.8108,Private room,50,2,51,6/24/2019,2019
Ashley,Brooklyn,Williamsburg,40.71066,-73.94127,Private room,65,1,1,7/4/2019,2019
Chelsea And Alistair,Brooklyn,Carroll Gardens,40.68329,-73.99764,Entire home/apt,245,3,24,7/1/2019,2019
Yaasha,Manhattan,East Village,40.7291,-73.97941,Private room,80,1,8,5/28/2018,2018
Mark,Manhattan,Hell's Kitchen,40.75888,-73.99077,Entire home/apt,155,1,0,,
Andrea,Queens,Kew Gardens Hills,40.7224,-73.81039,Private room,40,6,3,6/3/2019,2019
Annette,Brooklyn,East Flatbush,40.65292,-73.94269,Private room,50,1,0,,
Mai,Brooklyn,Park Slope,40.67386,-73.98439,Private room,40,7,2,7/21/2017,2017
Tori,Manhattan,West Village,40.73267,-74.00404,Entire home/apt,254,2,4,11/26/2017,2017
Narina,Brooklyn,Crown Heights,40.66847,-73.94981,Private room,80,5,18,4/30/2018,2018
Zoom Imports,Brooklyn,Bedford-Stuyvesant,40.6792,-73.93071,Entire home/apt,299,2,59,6/16/2019,2019
Anthony,Brooklyn,East Flatbush,40.6506,-73.92553,Private room,67,3,6,5/19/2019,2019
Sylvia,Manhattan,Upper East Side,40.76275,-73.96093,Private room,110,2,9,2/19/2018,2018
Stacy,Manhattan,Chelsea,40.73884,-73.99767,Private room,150,1,1,6/19/2017,2017
Muneer,Manhattan,East Harlem,40.79439,-73.94129,Private room,75,7,0,,
Heidi,Brooklyn,Williamsburg,40.70849,-73.9619,Private room,80,1,19,2/2/2019,2019
Lindsay,Brooklyn,Carroll Gardens,40.68333,-73.99802,Entire home/apt,800,3,1,12/30/2017,2017
Sasha,Bronx,Mount Hope,40.85152,-73.90374,Entire home/apt,48,90,2,11/30/2018,2018
Jen,Brooklyn,Bedford-Stuyvesant,40.69334,-73.95079,Private room,52,6,5,12/10/2018,2018
Pat,Manhattan,Upper East Side,40.77948,-73.95152,Entire home/apt,200,2,1,6/20/2017,2017
Dlb,Queens,Laurelton,40.66971,-73.7473,Private room,37,2,8,11/10/2018,2018
Nicole,Manhattan,Battery Park City,40.71842,-74.01523,Entire home/apt,200,1,4,6/25/2017,2017
Mervin (Michael),Staten Island,West Brighton,40.63452,-74.11707,Private room,45,2,47,2/1/2019,2019
Emmanuel,Brooklyn,Williamsburg,40.71143,-73.94009,Private room,119,3,10,4/21/2019,2019
Zheng,Queens,Flushing,40.75575,-73.83261,Private room,60,2,45,5/6/2019,2019
Christina,Queens,Long Island City,40.75578,-73.93666,Private room,259,2,3,12/5/2018,2018
Kaila,Bronx,Kingsbridge,40.86707,-73.90712,Private room,55,5,3,1/6/2018,2018
Joyell,Brooklyn,Bushwick,40.69674,-73.92972,Shared room,25,1,105,6/12/2019,2019
Antonio,Manhattan,Upper East Side,40.76615,-73.95427,Private room,90,2,1,6/9/2017,2017
Yoga,Queens,Flushing,40.75851,-73.8203,Entire home/apt,98,1,34,6/20/2019,2019
Emily And Joel,Brooklyn,Park Slope,40.67075,-73.9769,Private room,149,1,0,,
Norman,Manhattan,Midtown,40.75301,-73.97198,Private room,515,3,0,,
Kenny,Brooklyn,Bushwick,40.69292,-73.9094,Entire home/apt,137,4,61,6/30/2019,2019
Eileen,Brooklyn,Bushwick,40.69297,-73.91788,Entire home/apt,70,2,93,7/2/2019,2019
Patrick,Brooklyn,Kensington,40.64249,-73.97105,Shared room,60,4,1,8/5/2018,2018
Jeffrey,Manhattan,Upper West Side,40.77356,-73.98007,Entire home/apt,200,3,22,7/7/2019,2019
Jason,Brooklyn,Borough Park,40.63993,-73.98209,Private room,50,2,118,7/3/2019,2019
Bam,Brooklyn,Bushwick,40.69501,-73.92538,Private room,45,3,4,6/24/2019,2019
Hsiao,Manhattan,Hell's Kitchen,40.7625,-73.99568,Entire home/apt,125,2,6,9/24/2018,2018
Cat,Manhattan,Washington Heights,40.85152,-73.93804,Private room,45,2,8,6/29/2017,2017
Kirstin,Brooklyn,Bushwick,40.70919,-73.92158,Private room,45,2,0,,
Kanyi,Manhattan,Harlem,40.80115,-73.95262,Entire home/apt,112,3,1,6/12/2017,2017
George,Queens,Astoria,40.76834,-73.92093,Private room,55,1,0,,
Bryon,Manhattan,Upper East Side,40.77127,-73.95493,Entire home/apt,105,2,21,2/21/2018,2018
Dan,Manhattan,Greenwich Village,40.73002,-73.99804,Entire home/apt,175,3,3,9/4/2017,2017
Donovan,Brooklyn,Bedford-Stuyvesant,40.68704,-73.95565,Private room,65,2,0,,
Michelle,Brooklyn,Fort Greene,40.68707,-73.97345,Private room,96,2,11,10/22/2018,2018
Zach,Manhattan,Inwood,40.86739,-73.92,Entire home/apt,78,4,7,7/8/2018,2018
Olivia,Brooklyn,Williamsburg,40.71592,-73.95666,Private room,120,3,4,9/24/2017,2017
Christopher,Manhattan,East Harlem,40.79729,-73.93537,Private room,49,7,5,12/29/2017,2017
Tammie,Queens,Flushing,40.7547,-73.81238,Private room,66,2,56,6/23/2019,2019
Luis,Bronx,Throgs Neck,40.83051,-73.82511,Entire home/apt,95,1,266,6/28/2019,2019
Timothy,Brooklyn,Bushwick,40.69811,-73.9311,Private room,43,3,2,6/1/2017,2017
Ellena,Brooklyn,Williamsburg,40.70736,-73.95571,Private room,70,1,39,6/25/2019,2019
Amy,Brooklyn,Sunset Park,40.65969,-73.99248,Entire home/apt,265,2,20,6/2/2019,2019
Audrey,Brooklyn,East Flatbush,40.63683,-73.93123,Private room,44,4,24,6/23/2019,2019
Daniel,Brooklyn,Bushwick,40.69976,-73.9319,Private room,35,2,2,6/28/2017,2017
Geetika,Manhattan,Midtown,40.74384,-73.98243,Shared room,55,1,1,5/29/2017,2017
Lana,Queens,Long Island City,40.75844,-73.93154,Private room,100,2,13,1/4/2019,2019
Dan,Brooklyn,Bensonhurst,40.60683,-73.99743,Entire home/apt,123,2,62,6/30/2019,2019
Arielle,Manhattan,Harlem,40.82843,-73.94672,Entire home/apt,100,3,4,6/25/2019,2019
Yaacov,Manhattan,Upper East Side,40.77895,-73.94974,Entire home/apt,200,31,3,12/3/2018,2018
Ude,Brooklyn,Canarsie,40.63895,-73.90868,Private room,50,1,74,6/15/2019,2019
Imanuelly,Queens,Elmhurst,40.73218,-73.88461,Private room,75,1,1,5/5/2019,2019
Marc,Brooklyn,Bedford-Stuyvesant,40.68512,-73.93607,Entire home/apt,225,3,34,7/1/2019,2019
Massy,Brooklyn,Bedford-Stuyvesant,40.68539,-73.94973,Private room,51,2,39,6/17/2019,2019
Samuel,Brooklyn,Sunset Park,40.64478,-74.01318,Private room,45,7,3,7/11/2017,2017
Alexandra,Brooklyn,Crown Heights,40.66482,-73.95345,Entire home/apt,125,3,2,1/2/2018,2018
Kristen,Manhattan,Upper East Side,40.76422,-73.96612,Private room,88,1,59,6/29/2019,2019
Tom,Brooklyn,East Flatbush,40.6497,-73.94754,Private room,70,2,85,6/23/2019,2019
Gio,Manhattan,Harlem,40.80214,-73.95658,Private room,55,2,8,7/29/2017,2017
Luo,Queens,Long Island City,40.75027,-73.94236,Entire home/apt,104,1,7,11/26/2017,2017
James,Manhattan,Chelsea,40.75118,-73.99902,Private room,90,2,39,6/6/2019,2019
Gurpreet  Singh,Queens,Richmond Hill,40.69482,-73.82551,Private room,59,1,123,8/14/2018,2018
Modesta,Manhattan,Washington Heights,40.83827,-73.94393,Private room,55,7,26,6/29/2019,2019
David,Queens,Forest Hills,40.71923,-73.85189,Private room,175,1,47,6/23/2019,2019
Ann,Queens,Flushing,40.74982,-73.8061,Entire home/apt,1500,3,0,,
Karim,Manhattan,Harlem,40.81119,-73.94751,Entire home/apt,199,2,5,6/2/2019,2019
Clemence,Brooklyn,Bushwick,40.69412,-73.91039,Entire home/apt,150,3,6,7/5/2018,2018
Amedeo,Manhattan,Midtown,40.76461,-73.98263,Entire home/apt,145,3,66,6/10/2019,2019
Lym,Manhattan,Hell's Kitchen,40.76224,-73.99909,Entire home/apt,220,3,8,9/27/2017,2017
Raymond,Brooklyn,Park Slope,40.66723,-73.97607,Entire home/apt,105,10,4,5/31/2019,2019
Andrew,Brooklyn,Crown Heights,40.67125,-73.95782,Entire home/apt,185,3,9,10/9/2018,2018
Tal,Brooklyn,Bushwick,40.69491,-73.92581,Private room,45,3,8,3/15/2019,2019
Uly,Manhattan,Upper East Side,40.76387,-73.9618,Private room,115,2,42,6/29/2019,2019
Nina,Brooklyn,Fort Hamilton,40.62327,-74.03543,Private room,90,6,0,,
Maya,Brooklyn,Park Slope,40.66682,-73.9768,Entire home/apt,200,2,80,7/6/2019,2019
Alex,Manhattan,Upper East Side,40.77559,-73.95033,Entire home/apt,160,2,2,8/12/2017,2017
Carmen,Queens,Ditmars Steinway,40.77204,-73.90868,Private room,35,26,1,9/2/2017,2017
Cheryl,Brooklyn,Crown Heights,40.671,-73.94703,Entire home/apt,200,1,105,7/6/2019,2019
Kelly,Manhattan,Upper East Side,40.78285,-73.94875,Entire home/apt,129,30,2,6/24/2017,2017
Akiko,Brooklyn,Bedford-Stuyvesant,40.68378,-73.95592,Entire home/apt,1067,2,64,6/29/2019,2019
Frank,Manhattan,Morningside Heights,40.81002,-73.95958,Entire home/apt,120,12,11,4/22/2019,2019
Pavel,Brooklyn,Prospect-Lefferts Gardens,40.65585,-73.95582,Entire home/apt,105,1,7,6/30/2017,2017
Anthony,Brooklyn,Bushwick,40.68603,-73.91438,Private room,36,2,8,8/22/2018,2018
Andrew,Brooklyn,Prospect-Lefferts Gardens,40.66268,-73.94963,Private room,100,2,0,,
Francis,Queens,Long Island City,40.7476,-73.94433,Private room,74,4,34,5/15/2019,2019
Ali,Brooklyn,Windsor Terrace,40.64882,-73.97629,Entire home/apt,68,2,5,9/24/2017,2017
Michelle,Manhattan,Midtown,40.75452,-73.96634,Entire home/apt,122,1,120,6/21/2019,2019
Carlos,Manhattan,Upper West Side,40.78841,-73.97461,Entire home/apt,200,5,0,,
David,Staten Island,Emerson Hill,40.60577,-74.12819,Private room,85,1,0,,
Daniel,Queens,Long Island City,40.74617,-73.94645,Private room,71,7,94,6/16/2019,2019
Hugo,Brooklyn,Bushwick,40.68923,-73.9154,Private room,50,1,11,7/28/2017,2017
Yogita,Manhattan,Murray Hill,40.75071,-73.97995,Private room,138,2,41,6/21/2019,2019
Jason,Brooklyn,Bedford-Stuyvesant,40.69091,-73.93667,Private room,39,2,65,6/6/2019,2019
Garen,Manhattan,Midtown,40.74683,-73.98761,Entire home/apt,158,1,138,6/24/2019,2019
Jamie,Queens,Long Island City,40.75125,-73.93807,Entire home/apt,195,1,3,6/26/2017,2017
Chrissy,Brooklyn,Williamsburg,40.70602,-73.93821,Private room,80,3,4,6/18/2017,2017
Hannah,Queens,Rosedale,40.65283,-73.73887,Private room,38,2,61,6/29/2019,2019
Gabriella,Brooklyn,Bedford-Stuyvesant,40.69508,-73.93359,Entire home/apt,134,4,65,6/9/2019,2019
Stay With US!,Manhattan,Midtown,40.75169,-73.97323,Entire home/apt,70,2,79,6/22/2019,2019
Lakisha,Brooklyn,Bushwick,40.68756,-73.91326,Private room,50,1,31,7/1/2019,2019
Mandi,Brooklyn,Williamsburg,40.70821,-73.94274,Private room,60,2,0,,
Mante,Manhattan,East Harlem,40.79631,-73.94348,Private room,79,3,66,6/25/2019,2019
Max,Brooklyn,Gowanus,40.66724,-73.99328,Entire home/apt,150,6,2,7/30/2017,2017
Joseph,Queens,Ditmars Steinway,40.77655,-73.91304,Private room,50,1,12,5/21/2019,2019
James,Queens,Jackson Heights,40.74712,-73.89329,Private room,46,1,19,9/9/2017,2017
Aiana,Brooklyn,Williamsburg,40.71445,-73.94593,Private room,65,3,2,4/26/2018,2018
Emily,Manhattan,Roosevelt Island,40.76873,-73.94397,Private room,51,1,2,6/16/2017,2017
Neelu,Manhattan,West Village,40.73179,-74.00106,Entire home/apt,176,3,13,5/26/2019,2019
David,Bronx,Kingsbridge,40.87271,-73.89972,Private room,60,3,19,7/2/2019,2019
Ayinde,Brooklyn,East New York,40.67061,-73.88004,Entire home/apt,95,2,91,6/23/2019,2019
Monica A,Bronx,University Heights,40.85484,-73.90646,Private room,60,1,1,11/25/2017,2017
Daniel,Brooklyn,Windsor Terrace,40.65417,-73.97405,Entire home/apt,350,6,0,,
Christine,Brooklyn,Boerum Hill,40.68508,-73.98413,Private room,125,1,8,10/7/2018,2018
Constanze,Manhattan,Lower East Side,40.7197,-73.99331,Entire home/apt,170,1,16,2/18/2019,2019
Gida,Manhattan,Hell's Kitchen,40.7591,-73.98971,Private room,350,2,1,7/5/2017,2017
Justine,Bronx,University Heights,40.85624,-73.90946,Private room,40,3,26,6/16/2019,2019
Kate + Max,Brooklyn,Bensonhurst,40.61767,-73.99176,Private room,42,8,26,6/6/2019,2019
Sharlene,Staten Island,Westerleigh,40.61357,-74.13566,Entire home/apt,103,3,1,7/29/2018,2018
Philip,Queens,Jamaica,40.69256,-73.79988,Entire home/apt,165,3,53,7/6/2019,2019
Phaedra,Brooklyn,Sunset Park,40.66134,-73.99619,Entire home/apt,128,5,6,7/1/2019,2019
Natasha,Queens,Arverne,40.59486,-73.78856,Entire home/apt,250,2,10,6/23/2019,2019
Matt,Queens,Astoria,40.77126,-73.92088,Private room,60,1,54,6/16/2019,2019
Caitlin,Brooklyn,Williamsburg,40.71358,-73.96519,Entire home/apt,109,2,0,,
Stephanie,Manhattan,Upper East Side,40.76269,-73.96053,Entire home/apt,465,4,1,10/9/2017,2017
Isabelle,Manhattan,Midtown,40.75169,-73.97116,Private room,100,1,8,7/24/2017,2017
Ella,Brooklyn,Crown Heights,40.6721,-73.95363,Private room,40,14,1,7/1/2017,2017
Mai,Brooklyn,Gowanus,40.67379,-73.9873,Private room,45,30,2,11/26/2017,2017
George,Brooklyn,Prospect Heights,40.67396,-73.96427,Private room,85,3,3,1/15/2018,2018
Sueann,Staten Island,Tottenville,40.50873,-74.23914,Entire home/apt,85,2,49,7/1/2019,2019
Jake,Brooklyn,Clinton Hill,40.68277,-73.95886,Entire home/apt,225,3,0,,
Miranda,Brooklyn,Bushwick,40.6949,-73.9116,Private room,65,5,20,4/21/2019,2019
Elena,Brooklyn,Williamsburg,40.70445,-73.94359,Private room,55,6,1,4/25/2018,2018
Sneh,Brooklyn,Greenpoint,40.72506,-73.93802,Entire home/apt,59,3,0,,
Karli,Brooklyn,South Slope,40.66615,-73.98712,Entire home/apt,225,2,78,6/9/2019,2019
Suhail,Brooklyn,Gowanus,40.68318,-73.98578,Entire home/apt,200,5,0,,
Frankie And J,Manhattan,Hell's Kitchen,40.76199,-73.98758,Private room,200,3,1,6/10/2019,2019
FuKang,Queens,Fresh Meadows,40.73862,-73.79184,Private room,55,1,113,6/30/2019,2019
Xavier,Brooklyn,Williamsburg,40.71893,-73.96232,Entire home/apt,180,2,20,1/1/2019,2019
Evelyn,Brooklyn,Greenpoint,40.72257,-73.94544,Entire home/apt,115,30,8,5/17/2019,2019
Jourdan,Brooklyn,Williamsburg,40.71706,-73.96423,Entire home/apt,185,2,36,12/31/2018,2018
Breanna,Brooklyn,Bushwick,40.69481,-73.92244,Private room,50,3,1,7/31/2017,2017
Brian,Manhattan,Flatiron District,40.74165,-73.98486,Entire home/apt,218,4,3,12/31/2017,2017
Garrett,Queens,Long Island City,40.74285,-73.95597,Entire home/apt,99,1,3,6/16/2017,2017
Gabriele,Brooklyn,Bushwick,40.70075,-73.91644,Private room,70,1,0,,
Monique,Manhattan,Harlem,40.81451,-73.94478,Private room,99,2,59,6/23/2019,2019
Robert,Manhattan,East Village,40.72204,-73.97924,Private room,100,3,64,6/30/2019,2019
Alex,Manhattan,East Harlem,40.79475,-73.94247,Entire home/apt,150,4,67,6/30/2019,2019
Cal,Manhattan,Washington Heights,40.83318,-73.94081,Private room,35,1,0,,
Dana,Brooklyn,Williamsburg,40.7084,-73.9551,Private room,75,2,3,7/24/2017,2017
Lindsay,Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.95757,Entire home/apt,250,1,1,6/22/2017,2017
Michelle,Brooklyn,Canarsie,40.62986,-73.90638,Private room,78,2,45,6/30/2019,2019
Ari,Manhattan,Battery Park City,40.71588,-74.01691,Entire home/apt,250,4,0,,
Peter,Manhattan,Kips Bay,40.74214,-73.98048,Private room,117,7,1,12/22/2018,2018
Justin,Manhattan,Hell's Kitchen,40.76619,-73.98987,Entire home/apt,179,3,17,5/11/2019,2019
Abcstay,Manhattan,West Village,40.73983,-74.00586,Entire home/apt,1599,30,6,1/19/2018,2018
Lisanne,Brooklyn,Prospect-Lefferts Gardens,40.65871,-73.95263,Private room,49,2,15,6/12/2019,2019
Maria,Manhattan,Chelsea,40.74806,-73.99665,Private room,85,1,77,6/20/2019,2019
Maddy,Manhattan,Lower East Side,40.7231,-73.9927,Private room,80,2,0,,
George,Manhattan,Chelsea,40.74183,-73.99878,Entire home/apt,350,2,10,6/23/2019,2019
Jarid,Manhattan,Upper East Side,40.77138,-73.95353,Entire home/apt,100,5,0,,
Sandra,Manhattan,Harlem,40.80545,-73.95489,Private room,125,6,3,12/31/2017,2017
Michael,Queens,Astoria,40.77084,-73.92601,Private room,65,21,0,,
Miriam,Manhattan,Harlem,40.82634,-73.95061,Private room,80,1,18,1/6/2019,2019
Ashley,Brooklyn,Williamsburg,40.72059,-73.95847,Entire home/apt,220,3,42,11/4/2018,2018
Joanna,Queens,Glendale,40.70388,-73.88012,Entire home/apt,100,2,117,6/30/2019,2019
Alessandra,Manhattan,Lower East Side,40.71284,-73.99066,Entire home/apt,300,2,0,,
Nolwenn,Brooklyn,Williamsburg,40.70866,-73.95003,Private room,40,7,1,6/24/2017,2017
Hilary,Manhattan,Upper West Side,40.77565,-73.98684,Entire home/apt,389,6,0,,
Martijn,Brooklyn,Williamsburg,40.71099,-73.95267,Private room,45,14,1,9/20/2018,2018
Yuhua,Manhattan,Upper West Side,40.77317,-73.98729,Entire home/apt,90,30,0,,
Yifat,Manhattan,Murray Hill,40.74736,-73.97838,Private room,60,10,0,,
Cynthia,Brooklyn,Bushwick,40.6948,-73.92093,Private room,49,2,55,6/21/2019,2019
Emily,Manhattan,Roosevelt Island,40.7687,-73.94308,Private room,51,1,0,,
Ese,Manhattan,East Harlem,40.80244,-73.94409,Private room,125,1,11,5/5/2019,2019
Carol,Brooklyn,East New York,40.67249,-73.8782,Private room,52,1,13,5/26/2019,2019
Jose,Queens,Ozone Park,40.67488,-73.85568,Entire home/apt,110,3,81,6/30/2019,2019
Shampa,Queens,Astoria,40.76877,-73.91237,Private room,38,4,19,12/22/2017,2017
Devyn,Manhattan,Washington Heights,40.84977,-73.93536,Private room,60,5,16,5/18/2019,2019
Devony,Manhattan,Washington Heights,40.8336,-73.94088,Private room,55,6,12,6/5/2019,2019
Emilia,Brooklyn,Bushwick,40.69441,-73.90881,Entire home/apt,119,3,12,4/27/2019,2019
Morgan,Brooklyn,Bushwick,40.70674,-73.9201,Entire home/apt,121,5,3,7/19/2017,2017
Abir,Manhattan,East Village,40.72136,-73.97882,Private room,89,2,14,2/19/2018,2018
Adam,Brooklyn,Williamsburg,40.71199,-73.96317,Private room,60,7,0,,
Shawn,Brooklyn,Bedford-Stuyvesant,40.68054,-73.94129,Private room,80,4,3,1/2/2019,2019
Debra,Queens,Jamaica,40.68347,-73.79461,Private room,60,2,42,11/4/2018,2018
Lorenzo,Manhattan,Morningside Heights,40.81192,-73.96164,Private room,90,20,1,12/31/2017,2017
Anthony,Queens,Forest Hills,40.72902,-73.8474,Entire home/apt,115,30,12,6/17/2018,2018
Eliu,Bronx,Clason Point,40.80652,-73.85312,Entire home/apt,350,3,1,8/27/2018,2018
Mira,Brooklyn,Bedford-Stuyvesant,40.69144,-73.956,Private room,85,1,177,6/24/2019,2019
Zakir And Shagraf,Queens,Flushing,40.75448,-73.82295,Private room,55,1,37,7/25/2018,2018
Ben,Queens,Long Island City,40.74286,-73.95417,Private room,61,2,111,7/2/2019,2019
Maxime,Manhattan,Lower East Side,40.72083,-73.99205,Private room,95,6,2,8/4/2017,2017
Mo,Manhattan,Washington Heights,40.85674,-73.93003,Private room,35,2,5,6/30/2017,2017
Chad,Manhattan,Murray Hill,40.74689,-73.97763,Entire home/apt,150,3,42,6/14/2019,2019
Gigi,Manhattan,Battery Park City,40.71222,-74.01566,Entire home/apt,350,7,4,4/27/2019,2019
